Date,Open,High,Low,Close,Adj Close,Volume
2024-10-10,3979.6116,4098.4967,3912.7708,3997.7879,3997.7879,39505309900
2024-10-11,3969.7576,3978.2389,3847.1228,3887.167,3887.167,27409650500
2024-10-14,3915.2186,3979.5431,3868.779,3961.3424,3961.3424,30757899300
2024-10-15,3942.5342,3967.8712,3855.9949,3855.9949,3855.9949,24248644800
2024-10-16,3806.1373,3877.7483,3805.0868,3831.589,3831.589,21886640700
2024-10-17,3853.841,3882.0733,3787.7498,3788.2217,3788.2217,21231382000
2024-10-18,3780.3143,3998.214,3765.1615,3925.234,3925.234,31295883400
2024-10-21,3946.9016,3979.2638,3896.165,3935.1974,3935.1974,29118563400
2024-10-22,3923.7443,3965.9084,3917.5218,3957.7755,3957.7755,22343339600
2024-10-23,3955.3191,4012.1795,3939.0986,3973.2089,3973.2089,24587394900
2024-10-24,3950.8987,3957.9832,3914.0887,3928.8334,3928.8334,17472406200
2024-10-25,3931.3205,3992.8918,3921.9396,3956.421,3956.421,21069488500
2024-10-28,3953.1063,3964.1569,3917.2042,3964.1569,3964.1569,21616041500
2024-10-29,3970.008,3991.3091,3921.5795,3924.649,3924.649,21729398400
2024-10-30,3904.1595,3926.0581,3864.3051,3889.4487,3889.4487,21943662600
2024-10-31,3888.4229,3923.8997,3859.1079,3891.0396,3891.0396,30063671800
2024-11-01,3882.4579,3933.2204,3879.9588,3890.0203,3890.0203,30798648100
2024-11-04,3897.7144,3944.7619,3891.2109,3944.7619,3944.7619,22923906000
2024-11-05,3937.6228,4046.6977,3925.4138,4044.5725,4044.5725,31686279400
2024-11-06,4051.2891,4091.7031,4002.5027,4024.2831,4024.2831,33580793800
2024-11-07,3987.2665,4146.151,3984.6652,4145.6952,4145.6952,34143641400
2024-11-08,4192.0794,4200.908,4094.1631,4104.047,4104.047,33235038500
2024-11-11,4066.9336,4132.5111,4048.039,4131.1312,4131.1312,28959422700
2024-11-12,4133.3528,4181.7096,4060.7936,4085.743,4085.743,29777808600
2024-11-13,4059.5898,4121.0735,4059.5898,4110.8901,4110.8901,24048409900
2024-11-14,4101.2228,4118.1686,4034.9441,4039.6191,4039.6191,23015278400
2024-11-15,4025.6482,4049.071,3968.8308,3968.8308,3968.8308,24739946300
2024-11-18,3982.1036,4034.0596,3931.1872,3950.3806,3950.3806,30677794600
2024-11-19,3954.6038,3979.1505,3896.7493,3976.8912,3976.8912,24294646500
2024-11-20,3966.1238,4001.0847,3958.3383,3985.7727,3985.7727,18459937200
2024-11-21,3979.4554,3999.5693,3966.0658,3989.2979,3989.2979,16612592700
2024-11-22,3984.2435,3990.2647,3865.6989,3865.6989,3865.6989,21628580900
2024-11-25,3875.6126,3889.7069,3812.3179,3848.0909,3848.0909,19070295300
2024-11-26,3836.259,3875.229,3833.2842,3840.1847,3840.1847,14989244100
2024-11-27,3829.3442,3907.164,3817.9125,3907.0447,3907.0447,17413609600
2024-11-28,3904.2525,3908.3918,3866.0136,3872.5505,3872.5505,15011729100
2024-11-29,3869.8903,3962.7002,3869.8903,3916.5832,3916.5832,18765671300
2024-12-02,3909.7029,3955.1252,3902.1697,3947.632,3947.632,19728978400
2024-12-03,3946.7034,3963.9474,3922.8425,3951.8912,3951.8912,18249686700
2024-12-04,3948.13,3957.365,3917.7467,3930.5568,3930.5568,17462631800
2024-12-05,3916.5638,3936.3358,3910.0834,3921.5881,3921.5881,13853403800
2024-12-06,3923.8954,3995.1168,3923.8954,3973.1405,3973.1405,19205790700
2024-12-09,3970.6628,3995.5116,3948.4206,3966.5708,3966.5708,17595995800
2024-12-10,4094.05,4098.3804,3988.9676,3995.6369,3995.6369,25346379500
2024-12-11,3988.0179,4005.3253,3977.3522,3988.8308,3988.8308,17725284600
2024-12-12,3987.1525,4031.7441,3981.3485,4028.5048,4028.5048,18162177700
2024-12-13,4000.9854,4000.9854,3931.7392,3933.1808,3933.1808,23035307900
